username,tweet,retweets,likes
_mcmxcvii,A Star Is Born. Gaga. Bradley. I cried. That’s all... ❤️ ⭐️⭐️⭐️⭐️⭐️ #AStarIsBornMovie #ASIB,1,2
comeonmarge,Nothing like coming out of the dark movie theater having to act like I wasn’t just sobbing for 20 minutes after #AStarIsBornMovie,1,5
kostisbitsios,#barbrastreisand Releases Soaring '#Imagine / #WhataWonderfulWorld' Mash-Up From #BarbraWalls  https://www.billboard.com/articles/columns/pop/8479705/barbra-streisand-imagine-what-a-wonderful-world-mashup-walls-listen … #apotis4stis5 #JohnLennon #LouisArmstrong #DontLieToMe #AStarIsBorn #AStarIsBornMovie #LadyGaga #AStarIsBornSoundtrack #AStarIsBornTH #Shallow #IllNeverLoveAgain,1,1
the_culk,Cancel the Oscars in 2019 and just give all the awards to #AStarIsBornMovie,1,1
balbo90,What a rollercoaster that was.  Hope you’re ok @ladygaga 😢 #AStarIsBornMovie,1,13
tamzinlena,"Dealing with people with alcohol issues around me definitely made #AStarIsBornMovie a really difficult watch, esp with suicide issues close to my heart too, it made it even harder. Honestly I’ll never get over this film. My love is Lady Gaga & everything she does goes on tho 💕",1,1
countryvic40,I'm just wondering @banie01 why did you think #AStarIsBornMovie would be any good? It's not marvel or dc comics!!! 😉😉,1,0
socoshowpod,"Start off your weekend right and celebrate our Octo-Octo-Versary on Episode 64 of The SoCo Show! This week we talk some Sony news, discuss Week 5 of the #NFL, review #AStarIsBornMovie, and have 2 TV Corners! #podcasting #podcastfriday #Podcast https://soundcloud.com/the-soco-show/episode-64 …",1,1
perlastark10,I'll never love again 😊🎶 #cover #illneverloveagain #ladygaga #astarisbornmovie #music #acoustic #guitar #love #follow #home #friday #inspiration  https://www.instagram.com/p/Bo2Mb6inTJL/?utm_source=ig_twitter_share&igshid=1pv954xbaxgrf …,1,2
bigwarpz,I did something today that I never thought I would...I cried to lady Gaga #AStarIsBornMovie,1,6
disneyap247,@starisbornmovie *sigh* #LadyGaga #Gaga #BradleyCooper #AStarIsBornMovie #AStarIsBorn pic.twitter.com/UMFh6Volg2,1,2
rachlwade,"Just wow! 😍😭❤️ What an incredible film! Best one I’ve seen in ages 😍 I bloody love Lady Gaga even more than normal, she’s amazing! Her voice gave me goosebumps 💕 They were both outstanding in this 👏🏼 #astarisbornmovie #ladygaga #bradleycooper @ladygaga @starisbornmovie",1,6
wyatt1795,Finally getting to watch #AStarIsBornMovie!!!  So excited and ready to get emotional  pic.twitter.com/yOrYmh6cGw,1,26
eddnamarie,#AStarIsBornMovie made me feel all giddy inside. The love story is incredible. Dialogue is incredible. & @ladygaga blew me away. Absolutely  outstanding. 10/10 recommend!,1,1
keara_elisej,I swear this has been going through my mind all damn day.... thanks #AStarIsBornMovie kind of want my ♥️ broken all over again! #feelings #ohboy,1,13
megz_t04,So glad we went to go see #AStarIsBornMovie. If you haven’t seen it you need too. Hands down a bad ass movie!!!,1,12
merellanada,#AStarIsBornMovie is so intensely amazing @ladygaga and brandly cooper outstanding performance and I didn't even start of the music and the emotions. everyone gotta see it,1,10
itsdanimarie1,Just finished watching a star is born and I'm currently bawling my eyes out. 😭😭😭😭 #AStarIsBornMovie #LadyGaga #BradleyCooper @ladygaga @LadyGagaNowNet @LadyGagaLGN @gagadaily,1,1
thesimming,Going to see #AStarIsBornMovie tonight I can’t wait to see @ladygaga and @itsSHANGELA,1,3
cerianngregory,Beautiful cheeky brunch & matinee at the cinema @acton_anna #lush 💋@CoppaClub #AStarIsBornMovie #lovedit Can’t wait to sing that duet with #annalisewhittlesea #Shallow 💗There were 😭🎤X,1,8
calicajuncarey,When @ladygaga sings “I’ll never love again” at the end of #AStarIsBornMovie  pic.twitter.com/KyGWIVY2zd,1,5
mvalentino17,Me listening to “Heal Me” #AStarIsBornMovie #AStarIsBornSoundtrack pic.twitter.com/0tDcSn2iZ2,1,6
stephrwhite11,"Saw A Star is Born last night. And just like everyone said, it was so darn good. Props for Bradley Cooper for his performance and directing. @ladygaga just showed her incredible talent in another medium. And how can you not like Sam Elliot. Well worth the money. #AStarIsBornMovie",1,11
strosechronicle,Do you plan to watch @ladygaga new movie "A Star Is Born? If not check out why you should in @LCJReviews movie review.    http://www.strosechronicle.com/fresh/a-star-is-born-is-an-instant-classic/ … #AStarIsBornMovie #StroseNews,1,1
cwlevin,Started my day watching #RoyalWedding On drive to work #BradleyCooper is on the @bobbybonesshow And tonight I'm seeing #AStarIsBornMovie for the 5th time. Loving Friday so far!,1,18
heatherf1erce,I saw #AStarIsBornMovie on Monday. It’s Friday and I’m still blown away by it and can only think about the film and listen to the soundtrack nonstop. It is sooooo good! ❤️@ladygaga,1,5
shizahr,Also can we just talk about how bradley cooper is a complete fucking package? Acting?✅ Directing?✅ FUCKING SINGING?✅ #BradleyCooper #AStarIsBornMovie,1,24
tammyh_22,#AStarIsBornMovie was such an amazing film! @ladygaga and Bradley Cooper are just unreal! #astarisborn #givethemtheoscar,1,15
johnbiondini,Will Jackson and Ally perform at @GlastoFest 2019? @ladygaga @GlastoLive #AStarIsBornMovie #AStarIsBornSoundtrack #ASIB #BradleyCooper,1,0
jobo501,2 days after watching #AStarIsBornMovie and I’m still affected. Listening to #AStarIsBornSoundtrack whilst driving and 😭.  @ladygaga #BradleyCooper I need therapy,1,1
hilariooo_,#AStarIsBornMovie hits hard 😭😭,1,6
kgannon1,"Watched A Star is Born with my mum last night - loved it. Brilliant, moving, the songs are just fantastic... go see it @iBradlycooper handles the movie so defly @ladygaga is just awesome #AStarIsBornMovie  https://twitter.com/UM_Austria/status/1050659659789389824 …",1,4
skybarr999,I might fuck around and go see “A Star is Born” again tomorrow. It honestly is the best movie I have seen in a longgg time. Bradley and @ladygaga better get all of the awards. That is all.❤️#AStarIsBornMovie,1,11
bpcsreviews,A Star is Born is REVIEWED  http://bpcsreviews.blogspot.com/2018/10/a-star-is-born.html … but ironically a star isn’t born 😢 #odeon #AStarIsBornMovie  pic.twitter.com/cgsahWbWF0,1,1
sunset_vinyl,Came home today💚 #AStarIsBornSoundtrack #AStarIsBornMovie #AStarIsBorn #vinyl #vinylcollection #vinyljunkie #vinyladdict #vinylgeek #ladygaga pic.twitter.com/sN5ak6o9Ny,1,5
amandajoane,#AStarIsBornMovie I have no tears left to cry... WHAT A MASTERPIECE!! #LadyGaga #bradleycooper #AStarIsBornSoundtrack #AStarIsBorn,1,6
jasonshank85,"Saw @starisbornmovie. It is a hauntingly beautiful movie that stays with you long after the credits roll. The acting, directing, music. All of it. #AStarIsBorn #AStarIsBornMovie",1,6
jana_b_rich,Did you know the original film was made in 1937? #AStarIsBorn #AStarIsBornMovie  http://collider.com/a-star-is-born-versions-differences-explained/amp/ …,1,1
thriftstresser,Picturing @ladygaga and Bradley Cooper singing Shallow at the #Oscars and I’m totally farklempt. #AStarIsBornMovie  pic.twitter.com/8Pq5ePTsb1,1,11
fitnessmamma,"Just saw #AStarIsBornMovie ... Wow, such an emotional movie.  Laughed, cried...man very heavy.... #LadyGaGa and #BradleyCooper are both so talented... Go see it!  #AStarIsBornSoundtrack is a must purchase too!  #Movie #Emmy pic.twitter.com/LC65FOdhvg",1,3
_ohhemmtavii,Currently in emotional distress because of #AStarIsBornMovie 😭😭💔💕,1,5
lauuraabascal,#AStarIsBornMovie wrecked me and my poor hopeless romantic heart to shreds,1,4
fernandalomeli,"Tell me something, girl Are you happy in this modern world? Or do you need more? Is there something else you’re searching for?   #AStarisBorn",1,2
spinachbitch,Me trying to keep it together walking from the theater to the car after #AStarIsBorn  pic.twitter.com/16dbmNjmhh,1,7
marieclaireau,"Yes, #AStarIsBorn very much lives up to the hype. Here's why you should watch it, immediately:  https://bit.ly/2J8xyYY  pic.twitter.com/cn1LZeOZ3t",1,2
nickynivi,after watcing #AStarIsBorn i will never be emotionally stable again (not that I ever was),1,3
monstertrey,"Sorry I was never able to call in, Ive seen #AStarisBorn twice.  I loved it, however @RFHGina I completely agree with @rfhbill it was about 20 minutes to long, and the windmills weren’t needed!  I balled because of the dog who looks like Monster! pic.twitter.com/j5qXiRjVte",1,1
raymongaga,Ally x Ally ❤️ #ASIB #AStarIsBorn  pic.twitter.com/elB3bLtZ5O,1,19
cariocagirl_20,Lady Gaga - Look What I Found (A Star Is Born)  #NasceUmaEstrela #AStarIsBorn #ASIB #LadyGaga #OOSCARVEM  https://youtu.be/8uGVZoqJjn4  via @YouTube,1,3
johnnebee,me drunk promoting 😂 #AStarIsBorn #AStarIsBornSoundtrack pic.twitter.com/ork8eDueD2,1,2
tonygill670,Tomorrow @JulieDiCaro has incentivized me to go see the movie #AStarIsBorn. I will be chronicling my experience on my ig @tonygill670 and giving my review on her show this week. God help me pic.twitter.com/R3QVRyXEwO,1,1
canadamoments,The latest installment in the #HalloweenMovie franchise beat out #AStarIsBorn and #Venom for the top spot at the box office. https://twitter.com/i/events/1054135208524505088 …,1,0
actressbox,"With a domestic total of $126 million, #AStarIsBorn with @ladygaga has surpassed the total of The Bodyguard ($123 million) at the box office.  However, adjusted for inflation it will need $268 million in order to overtake it. pic.twitter.com/nZOomeVeXI",1,2
charrrrrrm,"this is honestly the best movie of 2018 so far. idc what any of you say. acting, music and cinematography amazing. #astarisborn #AStarIsBornSoundtrack #LadyGaga #BradleyCooper pic.twitter.com/F8OikkAIMI",1,0
cpb_xx,#AStarIsBornMovie has made me leave the cinema looking like I’ve been punched in both eyes never cried so much what are they doing to people 😩,1,2
banannagm,@starisbornmovie I NEED THE STUDIO VERSION OF BRADLEY SINGING "I'LL NEVER LOVE AGAIN" PLEASEEEEEEEE #AStarIsBornSoundtrack #AStarIsBornMovie,1,1
jenniluwho,"Just got back from watching A Star Is Born. I don’t even know how many times I lost my shit, y’all. Bradley’s beautiful, Gaga’s beautiful. Oscar noms for sure. Felt this movie in my guts. Love what he did as a director and she’s the real deal! #AStarIsBornMovie @ladygaga pic.twitter.com/YKtIED7YPu",1,5
joneso1978,"Highly recommend #AStarIsBornMovie Superb acting, great music and a heart-wrenching story. Big thumbs up to Bradley Cooper and Lady Gaga. Genuine chemistry worthy of award recognition for sure. Great stuff",1,10
dutchiebikes,A Star is Born - 3rd times a charm!  https://renovatinglpa.blogspot.com/2018/10/a-star-is-born-3rd-times-charm.html?spref=tw … #Ladygaga #BradleyCooper #AStarIsBornMovie #Gaga #Movie pic.twitter.com/d2idPo2wPI,1,1
vickbutterworth,Never thought anyone could ever top Judy Garland in A Star is Born but Lady Gaga has done it. Fab film #AStarIsBornMovie,1,6
tombarrett200,"Movie remake weekend #HaloweenMovie dreadful, slow, confused and awful acting throughout. #AStarIsBornMovie not to be missed brilliant, astonishing acting debut from @ladygaga and her voice is just incredible. The music and songs alone are just amazing. How a remake should be.",1,3
deathauxe,Just found an old gem of the very first time I tried to draw @ladygaga in 2010 vs 2018 a.k.a yesterday drawing after seeing A Star Is Born  In conclusion: shooketh  #AStarIsBornMovie  pic.twitter.com/sAwBnoF0yf,1,1
abigaylegracee,My mom took my dad to see #AStarIsBornMovie and this is the first thing he said to me this morning 💀💀  pic.twitter.com/WC5LOzvyaN,1,3
bingercine,Worth The Ticket? Yes. Again... YES!   #Movie #Film #Review #Drama #AStarIsBorn #AStarIsBornMovie #CineBinger #Musical #Romance   Full review⤵️ https://cinebinger.wixsite.com/website/home/a-star-is-born-gaga …,1,1
danmortimer2,"Bradley Cooper and @ladygaga take a bow - A Star Is Born was absolutely amazing, I was ‘dragged’ along to watch it and I already want to see it again #AStarIsBornMovie #Oscars",1,1
ultralamejade,i just saw #AStarIsBornMovie and i swear to god if i see bradley cooper it’s on sight omg  pic.twitter.com/bZEPDAZcmV,1,1
genny_oliva,If you don’t love Bradley Cooper after watching #AStarIsBornMovie then I don’t know what to tell you. Seek professional help.,1,2
courtjustice5,"To say I enjoy Gaga’s #LadyGaga music seems an understatement, but wow! The way she performed/sang in A Star Is Born-fantastic! #AStarIsBornMovie",1,2
monificent11,"Y’all #AStarIsBornMovie.. I just can’t. I’m locking myself up in my room and sobbing to “I’ll Never Love Again.” This movie was so good,  I’m going to see it over and over. I haven’t felt this way about a movie this year since #BlackPanther",1,1
brothascomics,There is a guest appearance in #AStarIsBornMovie that made me  pic.twitter.com/BZHS2SMqk2,1,1
alisonjdavies99,@ladygaga is incredibly talented in #AStarIsBornMovie Enjoyed watching every minute “I’ll Never Love Again” 😢👌👍❤️  https://twitter.com/ladygaga/status/1053323471256571904 …,1,0
soimaginative,Greatest Showman has given me an appetite for musicals and I don't know how I feel about it...  My ★★★★★ review of A Star Is Born on @letterboxd  https://boxd.it/xRfCn  #AStarIsBornMovie #Review,1,3
bethnorman_,A star is born is up there as being one of my favouite movies of all time. Lady Gaga is an absolute goddess 👑✨ #AStarIsBornMovie  pic.twitter.com/byTrKgEjwW,1,7
dyljam10,If @ladygaga and #BradlyCooper don’t win Oscars for #AStarIsBorn then the #Oscars should be ashamed. Such a flawless film. 🎬🎼🎸🎤 #AStarIsBornMovie #LadyGaga,1,4
philparis13,"A Star is Born, @starisbornmovie what an amazing film, Bradley Cooper and Lady Gaga were both incredible 👍👏👏 #AStarIsBornMovie #BradleyCooper @ladygaga",1,1
scampbellmd,"I don’t tweet about movies.  But, ‘saw #AStarIsBornMovie last night.  A truly spectacular movie that should catapult the already super talented @ladygaga into the stratosphere.  @iBradlycooper #Oscars2019 #cantwaittilJune pic.twitter.com/Ra8Ltgilyd",1,4
thestacybeckly,Go watch #AStarIsBornMovie so amazing! #amazing #bestmovie #LadyGaga #BradleyCooper #Oscars,1,0
mkwaldo,"Also, if Bradley Cooper doesn’t sweep the #oscars with #AStarIsBornMovie I may lose all of my faith in humanity. His acting and producing were nothing short of amazing.",1,3
wiltraval,A STAR IS BORN is a phenomenal film. It’s so damn heartbreaking. I can’t deal with how amazing they both are. #LadyGaga #Bradleycooper #AStarIsBornMovie #heartbreaking #oscarworthy #phenomenalwoman #exceptionalman,1,19
mjack143,Entrepreneur Lesson from @starisbornmovie  After watching #AStarisBorn trailer about 5000 times I finally went to see the movie this weekend.  Please read the below thread for the whole message! #AStarIsBornMovie #entrepreneur #startup #CEO #cxo #Entrepreneurship #astarisborn pic.twitter.com/IacKAyMnKg,1,2
rucarte,"As it happens, I met the best artist in the world. @ladygaga ✨❤️👏🏽🤭#littlemonsterforever #littlemonster #Ladygaga #AStarIsBornSoundtrack #AStarIsBornMovie #AStarIsBorn #healme #Shallow #IllNeverLoveAgain pic.twitter.com/D4Dl2PfZ4f",1,8
amac_mk2011,Absolutely loved #AStarIsBornMovie if there isn't #Oscars2019 something is wrong,1,1
apollobraz,I watched  'A Star Is Born' with @deadmarco5 and enjoyed it very much! Great acting by @ladygaga and Bradley Cooper! 🤗 #AStarIsBornMovie,1,3
reviewsjans,Here’s me making a complete hash at reviewing #AStarIsBornMovie (Nothing new) Anyway….have a gander.  https://www.youtube.com/watch?v=AvDXoKWTNDU&feature=youtu.be …,1,0
teiganhamze,This movie was so beautifully powerful that this clip brings tears to my eyes. Do yourself a favour and watch the perfect performances by Bradley and Lady Gaga. Just be sure to bring some tissues 💔🌹#AStarIsBornMovie #LadyGaga @ladygaga https://twitter.com/ladygaga/status/1053323471256571904 …,1,6
adamsideways,I’m excited to see Bradley Cooper and Lady Gaga sing The Shallow at the #Oscars this year!  #AStarIsBornMovie #LadyGaga #BradleyCooper #bestsong,1,8
kcralinhtruong,Just watched #AStarIsBornMovie #sogood 😭,1,5
groundlingpenny,Just came home from watching #AStarIsBornMovie and now I‘m silently crying into my drink. This film hit me on so many different levels. #LadyGaga and director/partner #BradleyCooper are anything but shallow. Just brilliant!,1,3
scottishchick78,Just been to see #AStarIsBornMovie Absolutely loved it. #LadyGaga and #BradleyCooper were amazing! Brought tears to my eyes 😭😭👌👌,1,4
natab12,"Haven’t seen a movie like #AStarIsBornMovie in such a long time! The love,TRUST and bond between Jack and Ally was So raw and real! @ladygaga and @BradleyCooperPA you guys had me Niagra falls! Best movie couple ever!!! #icantstopcrying #loveislove #iloveLOVE",1,3
gkirsty,Whoever runs the #oscars just make sure #ladygaga performs ‘I’ll never love again’ before picking up her awards for #bestactress #bestsong presented by #Bradleycooper Before he gets #bestdirector #bestmovie #screenplay #originalscore 👍👍👍#astarisborn #astarisbornmovie  pic.twitter.com/f4YnQDdZaw,1,2
amayzingalyssam,"Kicked off my birthday weekend yesterday by going to 2 very different movies. @JaneandEmmaFilm was an honest portrayal of a beautiful friendship. Well done, @mel_leilani and @SISTASinZION. #AStarIsBornMovie made me applaud after each music number and cry big wet tears at the end.",1,5
flaunt_it_mj,"Did y’all keep it together, cause I sure as hell did not #AStarIsBornMovie  pic.twitter.com/yetE7hJ7N3",1,5
dudefozz,"Here I have what can only be described as a near breakdown about my love for #AStarIsBornMovie. Check it out, also I controversially say that #Mandy is a bit shit. https://twitter.com/dudeandamonkey/status/1052286814512386049 …",1,3
toni_bacala,If you enjoyed #AStarIsBornMovie  be sure to check out our Q&A with the Dr. Slattery--Cooper's ear doctor who appeared in the movie--on the real pains of #tinnitus. https://twitter.com/HearingJournal/status/1053009130368176128 …,1,4
dailyentxpress,It is the weekend after all!  #MovieReview - A Star Is Born As seen by @Raj_Bitu_Kang   Is it a must see? #AStarIsBornMovie  http://dailyentxpress.com/its-my-opinion-a-star-is-born-as-seen-by-raj-bitu-kang …,1,2
somekindawonder,A Star is Born is in my Top 5 favorite movies of all time easy... Yeah I said it! #Oscars #LadyGaga #BradleyCooper #AStarIsBornMovie fucking unbelievable...,1,2
marthalouise14,"Caught #AStarIsBornMovie. Same old story, & it’s perfect.",1,1
jamiejailene,Fuuuucccckkkkkk A Star Is Born was so fucking amazing. I cried 95% of the film. And the other 5% i was sobbing @ladygaga #AStarIsBornMovie,1,2
oh_hi_tasha,sooo i saw #AStarIsBornMovie today and i cried like a baby about 5 times and some guy gave me a weird look when i came out of the bathroom after fixing my makeup 🙃 what an incredible movie tho,1,1
sarahjkish,@ladygaga A Star is Born!!! Magnificent! Goosebumps! Tears!!! Serious girl crushing!! #LadyGaga #AStarIsBornMovie #AStarIsBornSoundtrack #mustsee 👌😚❤💙💚💛💜,1,1
bussyphillipps,Before I cried in a theater full of straights™️ #AStarIsBornMovie  pic.twitter.com/UxeNRa7aTx,1,6
dmjoye,#AStarIsBornMovie is fantastic! Can’t wait to see @ladygaga and #BradleyCooper at the Oscars!,1,0
diazpolly,OMG 10/10 would recommend a star is born 😻😻 felt every emotion possible #AStarIsBornMovie,1,5
padweb87,"If u haven’t seen #AStarIsBorn yet, do yourself a favor and just go this weekend. Best iv seen for years. Bradley cooper is absolutely class #AStarIsBornMovie",1,4
cocochanel372,Absolutely loved #AStarIsBornMovie very touching and emotional story. ❤️,1,0
spadaforaalicia,🎶🎤📻🔊HOLY CRAP!! SHALLOW IS ON THE RADIO! @ladygaga z107.5 @lukasnelson starisbornmovie #bradleycooper #astarisbornmovie #astarisbornsoundtrack #radio #littlemonsters #ladygaga meekstricia…  https://www.instagram.com/p/BpFX1fel140/?utm_source=ig_twitter_share&igshid=ir2jv54n66d5 …,1,1
jackiehuba,THIS IS THE BEST THING ON THE INTERNET EVER. @ladygaga @starisbornmovie #AStarIsBorn https://twitter.com/mvddm/status/1052604178676080640 …,1,1
9honeycelebrity,Why 'A Star Is Born' speaks to our time:  http://ow.ly/ok8u30mj3Cg  #WorthTheHype @ladygaga @starisbornmovie  pic.twitter.com/SsIGbGnI8k,1,0
scenecard,@CineplexMovies @starisbornmovie @iBradlycooper @ladygaga @eveaccess2018 Glad you enjoyed the film!,1,1
phoenixcinema,"Lady Gaga mesmerises in Streisand's shoes in this new take on the tragic love story, @starisbornmovie. Out now:  https://bit.ly/2CsAFcV  pic.twitter.com/HpCEhjYneY",1,2
theproject_nz,"TONIGHT: We sent Krit to NYC to chat to Bradley Cooper about his new film, A Star Is Born, which is out now in NZ and pulling in rave reviews! @talkingkrit @starisbornmovie #TheProjectNZ pic.twitter.com/EmYCRH0lY1",1,9
lplotts,@starisbornmovie The music is outstanding. Deserving of many awards. 👏🏼,0,1
andylouscott,I've just watched a @starisbornmovie and felt as if it was all happening to me! Now I know what it feels like to perform at #Glastonbury!! And the Oscar goes to.... @ladygaga #BradleyCooper,0,0
robin_carey,"@starisbornmovie Magical, indeed. Loved it!!",0,1
brooksideraider,"@starisbornmovie @RobbieEImpact My uncle used to carry in his own drinks & snacks at our local theater when I was a kid. He knew & didn't like the owner, a one time Colorado State Senator. And Uncle Joe always got away with it. I guess it was because he did it in the open. Great memories.",0,1
grace_w_86,"@starisbornmovie @lulu_says2 If you liked him in this, you would like Burnt.",0,1
whitewolfsbae,Also #BradleyCooper is an amazing human and deserves all the good things in the world.  Again thanks.  @starisbornmovie  Sorry for being cheesey.,0,0
ilparalegal,@starisbornmovie @ramigolrey @CandiLashes no comparison at all...,0,0
veryleandrous,it was very very wrong decision to listen to A Star Is Born Soundtrack before watching the @starisbornmovie. I can't help but to sing-along and it also made me spoil myself and 30% of my tears didn't fall out! But the movie itself it was so great! proud monster!,0,1
timgray_variety,"Yes. And if @starisbornmovie had featured a few insert shots of Thomas Guide, then Twitter people wouldn't be so confused over where Ally lives.  https://twitter.com/kristapley/status/1050150601261223937 …",0,5
forganysarah,@starisbornmovie @AdiGTV I really wanna see it,0,7
blondieewood,@ladygaga Fact: I would give up a limb to see #BradleyCooper and @LadyGaga go on tour together. HOW CAN WE MAKE THIS HAPPEN. @starisbornmovie #astarisborn pic.twitter.com/vWi9RFOJrE,0,3
chinesetheatres,"Watch @starisbornmovie today at 4, 7, and 10:05 pm. Click for tickets -  http://bit.ly/TCLAStarIsBorn2018 … pic.twitter.com/h6RcOymrEm",0,2
verbalictor,@starisbornmovie @alaknights Technically I’m a showing behind....,0,0
noradominick,Here Are 27 Behind-The-Scenes Facts About "A Star is Born" @starisbornmovie #AStarIsBorn @ladygaga https://www.buzzfeed.com/noradominick/a-star-is-born-behind-the-scenes-facts …,0,1
melissanathoo,@starisbornmovie @ladygaga @IanHugh97 See it as soon as you can! x,0,1
jakebrownradio,@starisbornmovie @georgewrighster I want a part 2 with just songs. Cooper and Gaga duo is amazing.,0,0
jenlada,"@starisbornmovie @BrooksAD But honestly, how bad is “Why Did You Do That? (do that do that do that do that to me)” 😂😂😂",0,0
hnajafizada,@TajudenSoroush @mohit11481 @starisbornmovie @KawoonKhamoosh Fake views!,0,0
kawoonkhamoosh,@TajudenSoroush @mohit11481 @starisbornmovie @HNajafizada Just learnt that the same story was produced and screened in three different Hollywood movies in the past 7 decades. Less doubt that #Ashiqui2 is not a copy of one of them. #Bollywood be like ;)  Thanks to Navid for brightening us.,0,2
alixkendallfox9,I’m openly taunting @TomButlerFOX9? And others 😏 with @BarbraStreisand’s “Evergreen.” I consider it “educating”...my “life’s work.” For the love of Barbra...(I’ve been listening to 1976 version of @starisbornmovie),0,9
1059sunnyfm,Both @starisbornmovie and @VenomMovie exceeded box office expectations over the weekend. https://1059sunnyfm.radio.com/blogs/bob-diehl/venom-tops-star-born-box-office …,0,1
macleanbrendan,@starisbornmovie @ladygaga @hiltenne @cakeboymag @nickybrownson We LOVE talented friends with talented friends. 💕💕💕,0,2
sbradio,Saw @starisbornmovie. Absolutely fantastic. Bradley Cooper & @ladygaga deserve Oscars. Cooper can really sing. Go see it.,0,1
artinfodotcom,"Lady Gaga dazzles, Bradley Cooper shines in “A Star Is Born”: Review | BLOUIN ARTINFO @ladygaga #bradleycooper @starisbornmovie @artinfodotcom by @Mark_Beech  http://www.blouinartinfo.com/news/story/3297885/lady-gaga-dazzles-bradley-cooper-shines-in-a-star-is-born … #Blouin_Artinfo #Blouin #Artinfo #TopArticle pic.twitter.com/QrYRCSe31Z",0,1
britopian,@starisbornmovie @evansdanielj No but planning to,0,1
ethancramer,"@starisbornmovie  From their chance meeting through music and alcohol to the addiction and demons that so many fight on a daily basis.  When you have true love and raw emotion like they did you just wanted them to make it.  Sadly, not everyone does but the music lives on forever!",0,0
dom_proto,About to see @starisbornmovie   Will report back when it’s over,0,0
dadarocks,Rocking @gothamlove’s birthday seeing @starisbornmovie at @ipictheaters pic.twitter.com/0yHZNZQ8Zu,0,1
richonown,Listening to @starisbornmovie soundtrack on @amazonmusic !  @ladygaga #AStarIsBorn pic.twitter.com/ipHJeNHxtf,0,1
ali_cook,@starisbornmovie had incredible performances but for me I thought @DaveChappelle was on another level. Effortless.,0,1
seanontv,A GREAT actor conveys emotions with their eyes. Examples: @kenolin1 & #TimothyBusfield  in every #thirtysomething episode-@HelenHunt #AsGoodasitGets The one scene that sums up all you need to know about @starisbornmovie ... watch #BradleyCooper's eyes  #Oscarbound pic.twitter.com/PfyvdeeZ8z,0,3
r8diotim,"I thought my man flow started today, but Mercury also moves into Scorpio today. Maybe that’s it or PTSD from @starisbornmovie",0,8
thepetegardiner,"@starisbornmovie @LivAusten whatever Liv, I’m def proposing the Bradley Cooper way, rather than risking being shot down. What a legend! 😂 x",0,1
karishmasarkari,"Just watched @starisbornmovie - can see where all the hype is coming from! I originally thought it was just a vanity project but it’s well acted, directed and great original music!",0,2
official_jamal,@starisbornmovie @itsSHANGELA I’m such a huge fan! Hope ur well x,0,4
dj_bean,@starisbornmovie @KenJac that I will definitely give you. Far and away the most impressive part of a just-good movie,0,3
chris_hawkey,@starisbornmovie @ayoch One full box. At least.,0,2
mark_beech,"Lady Gaga dazzles, Bradley Cooper shines in “A Star Is Born”: Review | BLOUIN ARTINFO @ladygaga #bradleycooper @starisbornmovie @artinfodotcom by @Mark_Beech http://www.blouinartinfo.com/news/story/3297885/lady-gaga-dazzles-bradley-cooper-shines-in-a-star-is-born …",0,3
mtvawards,🌟 What's your fave song on the @starisbornmovie soundtrack? 🌟,0,11
jonnajarian,Movie is CRUSHING it @starisbornmovie @ira Taylor Swift saw A Star is Born and now she is OFF THE DEEP END,0,10
krembrittany,Oh man. @starisbornmovie is just so good. I can't...  pic.twitter.com/iD9lDCAYdP,0,4
sedwardskc,The @starisbornmovie soundtrack is my NEW obsession! On straight repeat... #AStarIsBornMovie,0,5
casey_barnes,@ladygaga @starisbornmovie @DanAndShay @dansmyers Can not wait to see it!!!,0,0
elongold,We r even. Because I just watched u CRUSH your role in @starisbornmovie  https://twitter.com/greggrunberg/status/1049521042811547648 …,0,3
realbreeturner,@starisbornmovie has reminded me why I absolutely love going to the movies. 🌟🙌🏻😭🌟,0,0
nicksmithnews,@starisbornmovie @wcruz73 Indeed. Who knew Bradley Cooper had dem pipes?!! #AStarIsBorn pic.twitter.com/lEaDZhUMTS,0,1
lizmarieallen,I just saw @starisbornmovie for the second day in a row.                                               The first hour is the most perfect cinema I’ve seen in a long time.                    Bradley Cooper is transcendent.,0,10
elizabethethorp,@starisbornmovie @LizMarieAllen How could you emotionally handle that?? I am still fixated.,0,1
michael_bodley,.@starisbornmovie should be required viewing for anyone with a pulse.,0,1
star1013,@Marcusandsandy Who has seen @starisbornmovie and thoughts?! @MarcusandSandy talked about it ALL MORNING! pic.twitter.com/9zM4MVwRP9,0,0
audiencemusic,"It’s #NewMusicMonday. Check out what’s in heavy rotation. @starisbornmovie, @ladygaga, #BradleyCooper, @twentyonepilots, @jimjames, #CatPower pic.twitter.com/L8fhN3DmKN",0,0
nickkosmider,"I wasn't emotionally prepared to see @starisbornmovie, even though @katywinge warned me I needed to be. What an amazing film. Bradley Cooper, as both actor and director was incredible. And Lady Gaga, just wow.",0,7
coachnicodemo,"#AStarIsBorn lived up to its billing, it was terrific. #LadyGaga and #BradleyCooper will both be nominated for #Oscars. @ladygaga @starisbornmovie",0,3
dawnatfox9,@Vikings @starisbornmovie @MeatSauce1 @Chris_Hawkey @ayoch I need to see it!,0,2
ashleyrgold,@starisbornmovie @saba_h it's making everything more pleasant lol,0,1
